id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
1296141969,Admin Console,,,https://admin-dash.dsa.corp.amway.net/secure-console,Work / DE5 - prod,8/12/2025,2025-08-12T15:44:12.762Z,,,false
1296141968,Harbor,,,https://registry-dash.dsa.corp.amway.net/account/sign-in?redirect_url=%2Fharbor%2Fprojects%3F3u5gagp54635icoj7t2mv6ubii%3Dma6w2qcbleih7s5wxj6jlgcj7q,Work / DE5 - prod,8/12/2025,2025-08-12T15:44:12.761Z,,,false
1296141967,Keycloak,,,https://auth-dash.dsa.corp.amway.net/auth/realms/master/protocol/openid-connect/auth?client_id=security-admin-console&redirect_uri=https%3A%2F%2Fauth-dash.dsa.corp.amway.net%2Fauth%2Fadmin%2Fmaster%2Fconsole%2F&state=70a261a1-bc3f-4ead-9fef-706a00afcc1b&response_mode=query&response_type=code&scope=openid&nonce=d3fb3fa7-432e-4e97-8c23-1b7822c923f0&code_challenge=Jz22zpi_z-Dqzi7PBuIoUwcjBUZ_ipIFo8z4jfSBOtg&code_challenge_method=S256,Work / DE5 - prod,8/12/2025,2025-08-12T15:44:12.761Z,,,false
1286010077,DS-DEVOPS-PULUMI/src/dsa_pulumi/base/iam.py at 8baf6b93b569de680c656bc8cc74e442c5ec4593 · AmwayCommon/DS-DEVOPS-PULUMI,,This project provides a package of Python functions for use in DSA Pulumi IaC projects. - AmwayCommon/DS-DEVOPS-PULUMI,https://github.com/AmwayCommon/DS-DEVOPS-PULUMI/blob/8baf6b93b569de680c656bc8cc74e442c5ec4593/src/dsa_pulumi/base/iam.py,Work / DevOps,,2025-08-05T12:46:16.032Z,https://avatars.githubusercontent.com/u/132675179?s=400&v=4,,false
1304309266,JupyterLab,,,https://jupyter.dsa.corp.amway.net/user/usaw003/lab?redirects=2,Work / JupyterLab,,2025-08-18T17:51:35.210Z,,,false
1304309233,JupyterHub,,,https://jupyter.dsa.corp.amway.net/hub/admin,Work / JupyterLab,,2025-08-18T17:51:28.927Z,,,false
1304309196,JupyterLab,,,https://patrickmburrell.github.io/id-tabs/jupyterlab.html,Work / JupyterLab,,2025-08-18T17:51:20.154Z,,,false
1286010418,awslabs/aws-support-tools: Tools and sample code provided by AWS Premium Support.,,Tools and sample code provided by AWS Premium Support. - awslabs/aws-support-tools,https://github.com/awslabs/aws-support-tools,Work / Misc,,2025-08-05T12:46:30.452Z,https://opengraph.githubassets.com/0712a044feb8881c29b7d261830e70d04df63d5e2a47f31ed1599b0f3f139778/awslabs/aws-support-tools,,false
1286009766,valuechain-parameterized-pyspark/pyspark_parameterized_script.py at main · AmwayCommon/valuechain-parameterized-pyspark,,Contribute to AmwayCommon/valuechain-parameterized-pyspark development by creating an account on GitHub.,https://github.com/AmwayCommon/valuechain-parameterized-pyspark/blob/main/pyspark_parameterized_script.py,Work / Misc,,2025-08-05T12:45:22.922Z,https://avatars.githubusercontent.com/u/132675179?s=400&v=4,,false
1287653940,PhytoBloom,,,https://patrickmburrell.github.io/id-tabs/phytobloom.html,Work / PhytoBloom,,2025-08-06T14:34:05.657Z,,,false
1286074804,neptune,,Explore the resources and functions of the aws.neptune module.,https://www.pulumi.com/registry/packages/aws/api-docs/neptune/,Work / PhytoBloom,,2025-08-05T14:25:44.789Z,https://www.pulumi.com/logos/brand/twitter-summary.png,,false
1263123550,"Ingestion - I&S Data Science, Analytics, & Systems - Amway Confluence",,"Log in to Jira, Confluence, and all other Atlassian Cloud products here. Not an Atlassian user? Sign up for free.",https://amwaycloud.atlassian.net/wiki/spaces/IDSAS/pages/952009028/Ingestion,Work / PhytoBloom,,2025-07-22T14:06:10.748Z,,,false
1286066165,Notebooks | Neptune | us-east-1,,,https://us-east-1.console.aws.amazon.com/neptune/home?region=us-east-1#notebooks:,Work / PhytoBloom,,2025-08-05T14:15:05.422Z,,,false
1286066420,Notebook instances | Amazon SageMaker AI | us-east-1,,,https://us-east-1.console.aws.amazon.com/sagemaker/home?region=us-east-1#/notebook-instances,Work / PhytoBloom,,2025-08-05T14:15:59.123Z,,,false
1286067910,patrickburrell/phytobloom-neptune | Pulumi,,"Pulumi Cloud empowers teams to automate, secure, and manage cloud infrastructure. Sign in or sign up to learn more about Pulumi Cloud.",https://app.pulumi.com/patrickburrell/phytobloom-neptune,Work / PhytoBloom,,2025-08-05T14:17:56.506Z,,,false
1266856289,amw-phytobloom-analytics - S3 bucket | S3 | us-east-1,,,https://us-east-1.console.aws.amazon.com/s3/buckets/amw-phytobloom-analytics?bucketType=general&region=us-east-1&tab=objects,Work / PhytoBloom,,2025-07-24T15:04:21.903Z,,,false
1286006784,DS-PHYTOBLOOM/phytobloom at ingestion · AmwayCommon/DS-PHYTOBLOOM,,Phytobloom is a discovery engine based on Neo4j graph database to discovery link between plants and health benefits - AmwayCommon/DS-PHYTOBLOOM,https://github.com/AmwayCommon/DS-PHYTOBLOOM/tree/ingestion/phytobloom,Work / PhytoBloom,,2025-08-05T12:41:57.015Z,https://avatars.githubusercontent.com/u/132675179?s=400&v=4,,false
1286008841,Index of /,,,https://ftp.ncbi.nlm.nih.gov/,Work / PhytoBloom,,2025-08-05T12:43:30.819Z,,,false
1286007258,AmwayCommon/DS-ATHENA-VIEWS: Queries for views on Athena that don't drive a specific application,,Queries for views on Athena that don't drive a specific application - AmwayCommon/DS-ATHENA-VIEWS,https://github.com/AmwayCommon/DS-ATHENA-VIEWS,Work / PubMed,,2025-08-05T12:42:16.152Z,https://avatars.githubusercontent.com/u/132675179?s=400&v=4,,false
1286006020,Repository – BigQuery – Innovation and Scie… – Google Cloud console,,"Google Cloud Platform lets you build, deploy, and scale applications, websites, and services on the same infrastructure as Google.",https://console.cloud.google.com/bigquery?referrer=search&chat=true&inv=1&invt=Ab4qmA&project=gcp-dna-innovation-science&ws=!1m5!1m4!4m3!1sgcp-dna-innovation-science!2spubmed!3spubmed_baseline_2025_06_30,Work / PubMed,,2025-08-05T12:40:01.763Z,,,false
1286005262,Digests for k8s_pubmed_update – Artifact Registry – Innovation and Scie… – Google Cloud console,,"Google Cloud Platform lets you build, deploy, and scale applications, websites, and services on the same infrastructure as Google.",https://console.cloud.google.com/artifacts/docker/gcp-dna-innovation-science/us-east4/ds-scheduled-workflows/k8s_pubmed_update?chat=true&inv=1&invt=Ab4qgg&project=gcp-dna-innovation-science,Work / PubMed,,2025-08-05T12:38:16.107Z,,,false
1286004987,amw-is-pubmed – Cloud Storage – Innovation and Scie… – Google Cloud console,,"Google Cloud Platform lets you build, deploy, and scale applications, websites, and services on the same infrastructure as Google.",https://console.cloud.google.com/storage/browser/amw-is-pubmed/2024/baseline;tab=objects?inv=1&invt=Ab4qgQ&project=gcp-dna-innovation-science&pageState=(%22StorageObjectListTable%22:(%22f%22:%22%255B%255D%22))&prefix=&forceOnObjectsSortingFiltering=false,Work / PubMed,,2025-08-05T12:37:36.500Z,,,false
1288040008,ScheduledWorkflows,,,https://patrickmburrell.github.io/id-tabs/scheduledworkflows.html,Work / ScheduledWorkflows,,2025-08-06T18:56:00.720Z,,,false
1286009481,kubernetes/docs/V1Container.md · 48b6ca2b86c86202b441747b9af2c3e55eaa7cde · p / python-kubernetes · GitLab,,GitLab Enterprise Edition,https://code.parsehub.com/p/python-kubernetes/-/blob/48b6ca2b86c86202b441747b9af2c3e55eaa7cde/kubernetes/docs/V1Container.md,Work / ScheduledWorkflows,,2025-08-05T12:44:46.037Z,https://code.parsehub.com/assets/twitter_card-570ddb06edf56a2312253c5872489847a0f385112ddbcd71ccfa1570febab5d2.jpg,,false
1286008373,Pull requests · AmwayCommon/DS-SCHEDULED-WORKFLOWS,,"GitHub is where people build software. More than 150 million people use GitHub to discover, fork, and contribute to over 420 million projects.",https://github.com/AmwayCommon/DS-SCHEDULED-WORKFLOWS/pulls,Work / ScheduledWorkflows,,2025-08-05T12:43:05.291Z,https://github.githubassets.com/assets/github-octocat-13c86b8b336d.png,,false
1286006460,Environment details – Composer – Innovation and Scie… – Google Cloud console,,"Google Cloud Platform lets you build, deploy, and scale applications, websites, and services on the same infrastructure as Google.",https://console.cloud.google.com/composer/environments/detail/us-east4/dsa-innovation-science-prod/dags?inv=1&invt=Ab4qmg&project=gcp-dna-innovation-science&lastRefresh=1753818294953&chat=true&pageState=(%22environmentDetails%22:(%22relativeTimeRange%22:%22PT6H%22)),Work / ScheduledWorkflows,,2025-08-05T12:41:42.720Z,,,false
1286006328,us-east4-d…67-bucket – Cloud Storage – Innovation and Scie… – Google Cloud console,,"Google Cloud Platform lets you build, deploy, and scale applications, websites, and services on the same infrastructure as Google.",https://console.cloud.google.com/storage/browser/us-east4-dsa-innovation-sci-040bde67-bucket/dags/scheduled_workflows?chat=true&inv=1&invt=Ab4qmg&project=gcp-dna-innovation-science&pageState=(%22StorageObjectListTable%22:(%22f%22:%22%255B%255D%22)),Work / ScheduledWorkflows,,2025-08-05T12:41:20.735Z,,,false
1286006215,DAGs - dsa-innovation-science-prod,,,https://0a97203a0b4d4c6497991ad049ad84ed-dot-us-east4.composer.googleusercontent.com/home,Work / ScheduledWorkflows,,2025-08-05T12:40:52.321Z,,,false
1286005478,Build history – Cloud Build – Innovation and Scie… – Google Cloud console,,"Google Cloud Platform lets you build, deploy, and scale applications, websites, and services on the same infrastructure as Google.",https://console.cloud.google.com/cloud-build/builds?inv=1&invt=Ab4qlw&project=gcp-dna-innovation-science,Work / ScheduledWorkflows,,2025-08-05T12:39:12.221Z,,,false
1312803347,ServiceNow,,,https://patrickmburrell.github.io/id-tabs/servicenow.html,Work / ServiceNow,,2025-08-25T16:10:36.694Z,,,false
1294646543,Console Home | Console Home | us-east-1,,,https://us-east-1.console.aws.amazon.com/console/home?region=us-east-1,Work / ServiceNow,,2025-08-11T13:37:50.278Z,,,false
1294646393,Innovation and Scie… – Google Cloud console,,"Google Cloud Platform lets you build, deploy, and scale applications, websites, and services on the same infrastructure as Google.",https://console.cloud.google.com/welcome?inv=1&invt=Ab5Mkg&project=gcp-dna-innovation-science,Work / ServiceNow,,2025-08-11T13:37:21.922Z,,,false
1286305455,Resource Search | AWS Resource Explorer | Global,,,https://resource-explorer.console.aws.amazon.com/resource-explorer/home?region=us-east-1#/search?view=arn%3Aaws%3Aresource-explorer-2%3Aus-east-1%3A930471555715%3Aview%2Fall-resources%2Fbc593c43-b817-4edf-a93e-52546031131e&query=,Work / ServiceNow,,2025-08-05T17:39:00.132Z,,,false
1286020442,Technology Home - Amway,,,https://amway.service-now.com/sp?id=index_1,Work / ServiceNow,,2025-08-05T12:59:53.584Z,,,false
1286018522,Catalog Tasks | ServiceNow,,,https://amway.service-now.com/now/nav/ui/classic/params/target/sc_task_list.do%3Fsysparm_userpref_module%3D59f8a2a60a0a0b9b00fd6bfe2e28ada5%26sysparm_query%3Dactive%253Dtrue%255EEQ,Work / ServiceNow,,2025-08-05T12:59:21.029Z,,,false
1315094551,Shuttle,,,https://patrickmburrell.github.io/id-tabs/shuttle.html,Work / Shuttle,,2025-08-27T14:40:27.743Z,,,false
1315094448,AmwayCommon/DS-SHUTTLE,,"GitHub is where people build software. More than 150 million people use GitHub to discover, fork, and contribute to over 420 million projects.",https://github.com/AmwayCommon/DS-SHUTTLE,Work / Shuttle,,2025-08-27T14:40:04.408Z,https://github.githubassets.com/assets/github-octocat-13c86b8b336d.png,,false
1315097900,Build history – Cloud Build – Innovation and Scie… – Google Cloud console,,"Google Cloud Platform lets you build, deploy, and scale applications, websites, and services on the same infrastructure as Google.",https://console.cloud.google.com/cloud-build/builds?referrer=search&authuser=0&invt=Ab6hHQ&project=gcp-dna-innovation-science,Work / Shuttle,,2025-08-27T14:44:19.178Z,,,false
1286009868,AI Applications – Innovation and Scie… – Google Cloud console,,"Google Cloud Platform lets you build, deploy, and scale applications, websites, and services on the same infrastructure as Google.",https://console.cloud.google.com/gen-app-builder/data-stores?invt=Ab4qgQ&project=gcp-dna-innovation-science&inv=1,Work / Shuttle,,2025-08-05T12:45:49.885Z,,,false
1286009148,AI Applications – Innovation and Scie… – Google Cloud console,,"Google Cloud Platform lets you build, deploy, and scale applications, websites, and services on the same infrastructure as Google.",https://console.cloud.google.com/gen-app-builder/locations/global/engines/kevins-bot_1705068917834/data/documents?authuser=0&invt=Ab4qgQ&project=gcp-dna-innovation-science&inv=1,Work / Shuttle,,2025-08-05T12:44:24.350Z,,,false
